model,learning_rate,epochs,hidden_dim,num_layers,dropout,train_loss,val_loss
graph_sage,0.001,100,32,2,0.0,0.004983660547683636,0.005586430718736435
graph_sage,0.001,100,32,2,0.1,0.006112048040247626,0.006240808636753426
graph_sage,0.001,100,32,2,0.2,0.00686451922584739,0.006124943876677502
graph_sage,0.001,100,32,2,0.5,0.008505529765453603,0.006439548477575508
graph_sage,0.001,100,32,3,0.0,0.005789803423815304,0.006918694846478446
graph_sage,0.001,100,32,3,0.1,0.005650291674666934,0.005365738613103232
graph_sage,0.001,100,32,3,0.2,0.006587729313307338,0.005951779980012439
graph_sage,0.001,100,32,3,0.5,0.007897164879573716,0.006646324820068305
graph_sage,0.001,100,32,4,0.0,0.005169067614608341,0.0056078246872977465
graph_sage,0.001,100,32,4,0.1,0.005565141100022528,0.006284175917900115
graph_sage,0.001,100,32,4,0.2,0.005996206144077911,0.005528973038348095
graph_sage,0.001,100,32,4,0.5,0.008939029359155231,0.006949215222220606
graph_sage,0.001,200,4,2,0.0,0.006465195729914639,0.007147497604304243
graph_sage,0.001,200,4,2,0.1,0.009338089875462982,0.00718340548145886
graph_sage,0.001,200,4,2,0.2,0.009685722904072868,0.008377110990664894
graph_sage,0.001,200,4,2,0.5,0.014425277151167393,0.009982073275622417
graph_sage,0.001,200,4,3,0.0,0.01695184564838807,0.01771816781112421
graph_sage,0.001,200,4,3,0.1,0.00830088975942797,0.00692279439411918
graph_sage,0.001,200,4,3,0.2,0.01043103693260087,0.007838207061968938
graph_sage,0.001,200,4,3,0.5,0.012384369120829635,0.009812693884352464
graph_sage,0.001,200,4,4,0.0,0.00582339811242289,0.006137116271766918
graph_sage,0.001,200,4,4,0.1,0.008606727255715265,0.00717535687698796
graph_sage,0.001,200,4,4,0.2,0.01721887994143698,0.017850849438364524
graph_sage,0.001,200,4,4,0.5,0.012502230072600973,0.00904483315678688
graph_sage,0.001,200,8,2,0.0,0.0051136178688870534,0.006209141289360809
graph_sage,0.001,200,8,2,0.1,0.007091036645902528,0.00702858490756395
graph_sage,0.001,200,8,2,0.2,0.007633966569685274,0.0063436179621845
graph_sage,0.001,200,8,2,0.5,0.009863891949256262,0.00765172278640851
graph_sage,0.001,200,8,3,0.0,0.005169580680214696,0.00552245327558778
graph_sage,0.001,200,8,3,0.1,0.007430383252600829,0.006555911049683716
graph_sage,0.001,200,8,3,0.2,0.009125580918043852,0.006874760265258062
graph_sage,0.001,200,8,3,0.5,0.011241965647786855,0.007236310722244466
graph_sage,0.001,200,8,4,0.0,0.005673944692696548,0.006217092157836235
graph_sage,0.001,200,8,4,0.1,0.008075084268218942,0.006405468327090258
graph_sage,0.001,200,8,4,0.2,0.008263824611074395,0.006808306844077472
graph_sage,0.001,200,8,4,0.5,0.011020159266061253,0.007681705441729858
graph_sage,0.001,200,16,2,0.0,0.005007401015609503,0.005291400040706784
graph_sage,0.001,200,16,2,0.1,0.00683003705408838,0.006782919851257318
graph_sage,0.001,200,16,2,0.2,0.006838147756126192,0.005754558740205429
graph_sage,0.001,200,16,2,0.5,0.008269867363075415,0.007063595463414818
graph_sage,0.001,200,16,3,0.0,0.00472045186907053,0.0055408592271045665
graph_sage,0.001,200,16,3,0.1,0.005847043989019261,0.005822431121998784
graph_sage,0.001,200,16,3,0.2,0.0070074371579620575,0.006539289606789111
graph_sage,0.001,200,16,3,0.5,0.008836615665091408,0.007289580637656834
graph_sage,0.001,200,16,4,0.0,0.005097430944442749,0.0055448930070365774
graph_sage,0.001,200,16,4,0.1,0.005732009549521738,0.005741830350326915
graph_sage,0.001,200,16,4,0.2,0.006650446996920639,0.006548056476890984
graph_sage,0.001,200,16,4,0.5,0.009570833812985156,0.006854984862869995
